"COARI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ITAMARATI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JURUA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ENVIRA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CARAUARI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"UARINI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CARMESIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ARACRUZ","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BERTOPOLIS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SAO JOAO DAS MISSOES","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CALDAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MARTINHO CAMPOS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CAMPANARIO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"RESPLENDOR","2015-11-06 00:00:00","2015-11-06 00:00:00"
"LADAINHA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ITAPECERICA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"POMPEU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SANTA HELENA DE MINAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ARACUAI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TEOFILO OTONI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CORONEL MURTA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MAUES","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BARREIRINHA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"NHAMUNDA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PARINTINS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CARNAUBEIRA DA PENHA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CABROBO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"FLORESTA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AGUAS BELAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
